animal,hour,date
CARNERO,02:00,2022-08-06
CABALLO,03:00,2022-08-06
BALLENA,04:00,2022-08-06
CHIVO,05:00,2022-08-06
ARDILLA,06:00,2022-08-06
DELFÍN,07:00,2022-08-06
TORO,09:00,2022-07-16
ZAMURO,10:00,2022-07-16
VENADO,11:00,2022-07-16
LEÓN,12:00,2022-07-16
BALLENA,01:00,2022-07-16
ÁGUILA,02:00,2022-07-16
CAMELLO,03:00,2022-07-16
MONO,04:00,2022-07-16
CAIMÁN,05:00,2022-07-16
ARDILLA,06:00,2022-07-16
CARNERO,07:00,2022-07-16
ARDILLA,09:00,2022-11-05
LEÓN,10:00,2022-11-05
CARNERO,11:00,2022-11-05
BALLENA,12:00,2022-11-05
PALOMA,01:00,2022-11-05
CABALLO,02:00,2022-11-05
PERICO,03:00,2022-11-05
PERRO,04:00,2022-11-05
GALLINA,05:00,2022-11-05
BURRO,06:00,2022-11-05
ARDILLA,07:00,2022-11-05
RATÓN,09:00,2023-06-11
VENADO,10:00,2023-06-11
VACA,11:00,2023-06-11
CIEMPIÉS,12:00,2023-06-11
MONO,01:00,2023-06-11
ZORRO,02:00,2023-06-11
RANA,03:00,2023-06-11
GATO,04:00,2023-06-11
TORO,05:00,2023-06-11
CEBRA,06:00,2023-06-11
CARNERO,07:00,2023-06-11
ALACRÁN,09:00,2020-01-21
CERDO,10:00,2020-01-21
LEÓN,11:00,2020-01-21
TIGRE,12:00,2020-01-21
BALLENA,01:00,2020-01-21
ÁGUILA,03:00,2020-01-21
CARNERO,04:00,2020-01-21
BALLENA,05:00,2020-01-21
CIEMPIÉS,06:00,2020-01-21
GATO,07:00,2020-01-21
BURRO,09:00,2023-09-29
PESCADO,10:00,2023-09-29
PERRO,11:00,2023-09-29
ARDILLA,12:00,2023-09-29
CERDO,01:00,2023-09-29
CHIVO,02:00,2023-09-29
PALOMA,03:00,2023-09-29
ZORRO,04:00,2023-09-29
PERRO,05:00,2023-09-29
JIRAFA,06:00,2023-09-29
TORO,07:00,2023-09-29
RANA,09:00,2024-02-01
ÁGUILA,10:00,2024-02-01
PAVO,11:00,2024-02-01
ARDILLA,12:00,2024-02-01
PAVO,01:00,2024-02-01
LEÓN,02:00,2024-02-01
OSO,03:00,2024-02-01
BALLENA,04:00,2024-02-01
CULEBRA,05:00,2024-02-01
ELEFANTE,06:00,2024-02-01
TIGRE,07:00,2024-02-01
GALLINA,09:00,2024-02-14
IGUANA,10:00,2024-02-14
PESCADO,11:00,2024-02-14
PAVO,12:00,2024-02-14
ALACRÁN,01:00,2024-02-14
TIGRE,02:00,2024-02-14
ZAMURO,03:00,2024-02-14
VENADO,04:00,2024-02-14
VACA,05:00,2024-02-14
ZAMURO,06:00,2024-02-14
CABALLO,07:00,2024-02-14
GATO,09:00,2023-01-12
BALLENA,10:00,2023-01-12
LEÓN,11:00,2023-01-12
ÁGUILA,12:00,2023-01-12
BURRO,01:00,2023-01-12
VACA,02:00,2023-01-12
PESCADO,03:00,2023-01-12
TIGRE,04:00,2023-01-12
VACA,05:00,2023-01-12
CULEBRA,06:00,2023-01-12
ARDILLA,07:00,2023-01-12
BURRO,09:00,2021-02-14
PESCADO,10:00,2021-02-14
GATO,11:00,2021-02-14
VENADO,12:00,2021-02-14
CHIVO,01:00,2021-02-14
PERRO,03:00,2021-02-14
RATÓN,04:00,2021-02-14
PAVO,05:00,2021-02-14
PESCADO,06:00,2021-02-14
CARNERO,07:00,2021-02-14
BALLENA,09:00,2022-04-25
CAMELLO,10:00,2022-04-25
BURRO,11:00,2022-04-25
LAPA,12:00,2022-04-25
GALLINA,01:00,2022-04-25
CULEBRA,02:00,2022-04-25
LEÓN,03:00,2022-04-25
ARDILLA,04:00,2022-04-25
JIRAFA,05:00,2022-04-25
IGUANA,06:00,2022-04-25
VACA,07:00,2022-04-25
TIGRE,09:00,2021-03-04
CERDO,10:00,2021-03-04
PESCADO,11:00,2021-03-04
PERICO,12:00,2021-03-04
PALOMA,01:00,2021-03-04
PALOMA,03:00,2021-03-04
GALLINA,04:00,2021-03-04
ARDILLA,05:00,2021-03-04
VENADO,06:00,2021-03-04
PERICO,07:00,2021-03-04
PESCADO,09:00,2023-03-04
CIEMPIÉS,10:00,2023-03-04
PALOMA,11:00,2023-03-04
TORO,12:00,2023-03-04
CULEBRA,01:00,2023-03-04
PESCADO,02:00,2023-03-04
VACA,03:00,2023-03-04
ZAMURO,04:00,2023-03-04
GATO,05:00,2023-03-04
TORO,06:00,2023-03-04
VACA,07:00,2023-03-04
GALLO,09:00,2021-10-09
CAIMÁN,10:00,2021-10-09
ELEFANTE,11:00,2021-10-09
DELFÍN,12:00,2021-10-09
ÁGUILA,01:00,2021-10-09
TORO,02:00,2021-10-09
LEÓN,03:00,2021-10-09
OSO,04:00,2021-10-09
CIEMPIÉS,05:00,2021-10-09
PERICO,06:00,2021-10-09
ÁGUILA,07:00,2021-10-09
ARDILLA,09:00,2021-07-01
CERDO,10:00,2021-07-01
ZAMURO,11:00,2021-07-01
OSO,12:00,2021-07-01
RANA,01:00,2021-07-01
ARDILLA,03:00,2021-07-01
GATO,04:00,2021-07-01
CERDO,05:00,2021-07-01
LEÓN,06:00,2021-07-01
CHIVO,07:00,2021-07-01
PERRO,09:00,2024-03-25
LEÓN,10:00,2024-03-25
PAVO,11:00,2024-03-25
DELFÍN,12:00,2024-03-25
CERDO,01:00,2024-03-25
ALACRÁN,02:00,2024-03-25
ZORRO,03:00,2024-03-25
CULEBRA,04:00,2024-03-25
TIGRE,05:00,2024-03-25
JIRAFA,06:00,2024-03-25
CAMELLO,07:00,2024-03-25
PAVO,09:00,2023-10-02
GALLINA,10:00,2023-10-02
OSO,11:00,2023-10-02
BALLENA,12:00,2023-10-02
ÁGUILA,01:00,2023-10-02
CERDO,02:00,2023-10-02
PALOMA,03:00,2023-10-02
CAIMÁN,04:00,2023-10-02
PERRO,05:00,2023-10-02
TORO,06:00,2023-10-02
LAPA,07:00,2023-10-02
ÁGUILA,09:00,2023-12-02
BURRO,10:00,2023-12-02
PAVO,11:00,2023-12-02
ARDILLA,12:00,2023-12-02
GALLINA,01:00,2023-12-02
VACA,02:00,2023-12-02
CABALLO,03:00,2023-12-02
VENADO,04:00,2023-12-02
GALLINA,05:00,2023-12-02
CARNERO,06:00,2023-12-02
LEÓN,07:00,2023-12-02
ELEFANTE,09:00,2020-09-27
GALLINA,10:00,2020-09-27
TIGRE,11:00,2020-09-27
CABALLO,12:00,2020-09-27
CARNERO,01:00,2020-09-27
CARNERO,09:00,2023-01-21
OSO,10:00,2023-01-21
GALLINA,11:00,2023-01-21
PESCADO,12:00,2023-01-21
TORO,01:00,2023-01-21
ZAMURO,02:00,2023-01-21
BURRO,03:00,2023-01-21
MONO,04:00,2023-01-21
LAPA,05:00,2023-01-21
CHIVO,06:00,2023-01-21
ZAMURO,07:00,2023-01-21
CAIMÁN,09:00,2023-03-03
CAIMÁN,10:00,2023-03-03
ARDILLA,11:00,2023-03-03
PERRO,12:00,2023-03-03
PESCADO,01:00,2023-03-03
ELEFANTE,02:00,2023-03-03
PALOMA,03:00,2023-03-03
CABALLO,04:00,2023-03-03
LEÓN,05:00,2023-03-03
VACA,06:00,2023-03-03
PERICO,07:00,2023-03-03
JIRAFA,09:00,2021-08-31
GATO,10:00,2021-08-31
BURRO,11:00,2021-08-31
ARDILLA,12:00,2021-08-31
VACA,01:00,2021-08-31
CERDO,03:00,2021-08-31
IGUANA,04:00,2021-08-31
DELFÍN,05:00,2021-08-31
VACA,06:00,2021-08-31
ZORRO,07:00,2021-08-31
TORO,09:00,2020-11-20
IGUANA,10:00,2020-11-20
TIGRE,11:00,2020-11-20
VENADO,12:00,2020-11-20
CAMELLO,01:00,2020-11-20
JIRAFA,03:00,2020-11-20
VACA,04:00,2020-11-20
TORO,05:00,2020-11-20
ALACRÁN,06:00,2020-11-20
CAIMÁN,07:00,2020-11-20
VENADO,09:00,2022-10-04
GATO,10:00,2022-10-04
VACA,11:00,2022-10-04
GALLO,12:00,2022-10-04
PERICO,01:00,2022-10-04
JIRAFA,02:00,2022-10-04
CEBRA,03:00,2022-10-04
CHIVO,04:00,2022-10-04
CABALLO,05:00,2022-10-04
CEBRA,06:00,2022-10-04
ZORRO,07:00,2022-10-04
ÁGUILA,09:00,2022-03-11
ARDILLA,10:00,2022-03-11
CABALLO,11:00,2022-03-11
OSO,12:00,2022-03-11
VACA,01:00,2022-03-11
RANA,02:00,2022-03-11
PALOMA,03:00,2022-03-11
LAPA,04:00,2022-03-11
CIEMPIÉS,05:00,2022-03-11
ARDILLA,06:00,2022-03-11
CHIVO,07:00,2022-03-11
CULEBRA,09:00,2022-05-11
LAPA,10:00,2022-05-11
CEBRA,11:00,2022-05-11
GALLINA,12:00,2022-05-11
CABALLO,01:00,2022-05-11
ARDILLA,02:00,2022-05-11
CHIVO,03:00,2022-05-11
ZAMURO,04:00,2022-05-11
ZORRO,05:00,2022-05-11
CIEMPIÉS,06:00,2022-05-11
ZAMURO,07:00,2022-05-11
ELEFANTE,09:00,2021-01-31
CABALLO,10:00,2021-01-31
PAVO,11:00,2021-01-31
TIGRE,12:00,2021-01-31
GATO,01:00,2021-01-31
BURRO,03:00,2021-01-31
CEBRA,04:00,2021-01-31
CHIVO,05:00,2021-01-31
ZORRO,06:00,2021-01-31
TORO,07:00,2021-01-31
CAIMÁN,09:00,2024-01-25
BURRO,10:00,2024-01-25
PAVO,11:00,2024-01-25
CABALLO,12:00,2024-01-25
DELFÍN,01:00,2024-01-25
LEÓN,02:00,2024-01-25
VENADO,03:00,2024-01-25
GATO,04:00,2024-01-25
CARNERO,05:00,2024-01-25
CULEBRA,06:00,2024-01-25
PALOMA,07:00,2024-01-25
PALOMA,09:00,2024-01-08
VENADO,10:00,2024-01-08
CHIVO,11:00,2024-01-08
PERRO,12:00,2024-01-08
CABALLO,01:00,2024-01-08
PESCADO,02:00,2024-01-08
TORO,03:00,2024-01-08
BURRO,04:00,2024-01-08
ÁGUILA,05:00,2024-01-08
CULEBRA,06:00,2024-01-08
PERRO,07:00,2024-01-08
PALOMA,09:00,2023-11-30
RATÓN,10:00,2023-11-30
MONO,11:00,2023-11-30
CAMELLO,12:00,2023-11-30
IGUANA,01:00,2023-11-30
PERRO,02:00,2023-11-30
ZORRO,03:00,2023-11-30
RANA,04:00,2023-11-30
VACA,05:00,2023-11-30
DELFÍN,06:00,2023-11-30
ALACRÁN,07:00,2023-11-30
ALACRÁN,09:00,2021-08-04
GALLO,10:00,2021-08-04
IGUANA,11:00,2021-08-04
PALOMA,12:00,2021-08-04
CAMELLO,01:00,2021-08-04
VACA,03:00,2021-08-04
GATO,04:00,2021-08-04
PAVO,05:00,2021-08-04
CIEMPIÉS,06:00,2021-08-04
ELEFANTE,07:00,2021-08-04
MONO,09:00,2023-11-26
ELEFANTE,10:00,2023-11-26
CIEMPIÉS,11:00,2023-11-26
PESCADO,12:00,2023-11-26
TORO,01:00,2023-11-26
ALACRÁN,02:00,2023-11-26
GALLINA,03:00,2023-11-26
ELEFANTE,04:00,2023-11-26
CERDO,05:00,2023-11-26
ALACRÁN,06:00,2023-11-26
RANA,07:00,2023-11-26
LEÓN,09:00,2022-07-24
GALLO,10:00,2022-07-24
IGUANA,11:00,2022-07-24
GALLO,12:00,2022-07-24
ZORRO,01:00,2022-07-24
CHIVO,02:00,2022-07-24
ALACRÁN,03:00,2022-07-24
CAIMÁN,04:00,2022-07-24
BURRO,05:00,2022-07-24
JIRAFA,06:00,2022-07-24
ARDILLA,07:00,2022-07-24
BURRO,09:00,2020-01-10
TIGRE,10:00,2020-01-10
ELEFANTE,11:00,2020-01-10
CERDO,12:00,2020-01-10
LAPA,01:00,2020-01-10
CULEBRA,03:00,2020-01-10
CEBRA,04:00,2020-01-10
PAVO,05:00,2020-01-10
BALLENA,06:00,2020-01-10
ARDILLA,07:00,2020-01-10
BALLENA,09:00,2021-04-16
PESCADO,10:00,2021-04-16
GALLINA,11:00,2021-04-16
GATO,12:00,2021-04-16
CERDO,01:00,2021-04-16
ZORRO,03:00,2021-04-16
GATO,04:00,2021-04-16
CHIVO,05:00,2021-04-16
CEBRA,06:00,2021-04-16
CAMELLO,07:00,2021-04-16
PERRO,09:00,2022-05-12
RATÓN,10:00,2022-05-12
ZAMURO,11:00,2022-05-12
TORO,12:00,2022-05-12
PAVO,01:00,2022-05-12
CEBRA,02:00,2022-05-12
ÁGUILA,03:00,2022-05-12
CAMELLO,04:00,2022-05-12
GALLO,05:00,2022-05-12
GALLO,06:00,2022-05-12
CULEBRA,07:00,2022-05-12
VACA,09:00,2023-07-27
JIRAFA,10:00,2023-07-27
PALOMA,11:00,2023-07-27
LAPA,12:00,2023-07-27
ARDILLA,01:00,2023-07-27
ELEFANTE,02:00,2023-07-27
OSO,03:00,2023-07-27
CERDO,04:00,2023-07-27
GATO,05:00,2023-07-27
BURRO,06:00,2023-07-27
CAIMÁN,07:00,2023-07-27
JIRAFA,09:00,2020-12-27
CERDO,10:00,2020-12-27
CAIMÁN,11:00,2020-12-27
TORO,12:00,2020-12-27
ZORRO,01:00,2020-12-27
PERICO,03:00,2020-12-27
RATÓN,04:00,2020-12-27
VENADO,05:00,2020-12-27
LAPA,06:00,2020-12-27
JIRAFA,07:00,2020-12-27
ELEFANTE,09:00,2022-04-20
VENADO,10:00,2022-04-20
GALLINA,11:00,2022-04-20
TIGRE,12:00,2022-04-20
LAPA,01:00,2022-04-20
CAIMÁN,02:00,2022-04-20
DELFÍN,03:00,2022-04-20
VACA,04:00,2022-04-20
TORO,05:00,2022-04-20
DELFÍN,06:00,2022-04-20
BURRO,07:00,2022-04-20
LAPA,09:00,2023-02-01
CAIMÁN,10:00,2023-02-01
BALLENA,11:00,2023-02-01
CIEMPIÉS,12:00,2023-02-01
CHIVO,01:00,2023-02-01
OSO,02:00,2023-02-01
CAMELLO,03:00,2023-02-01
JIRAFA,04:00,2023-02-01
PAVO,05:00,2023-02-01
PALOMA,06:00,2023-02-01
ZORRO,07:00,2023-02-01
CARNERO,09:00,2021-02-17
OSO,10:00,2021-02-17
CAMELLO,11:00,2021-02-17
GALLO,12:00,2021-02-17
PALOMA,01:00,2021-02-17
CABALLO,03:00,2021-02-17
CULEBRA,04:00,2021-02-17
ELEFANTE,05:00,2021-02-17
RATÓN,06:00,2021-02-17
VENADO,07:00,2021-02-17
JIRAFA,09:00,2022-05-28
PESCADO,10:00,2022-05-28
CARNERO,11:00,2022-05-28
CERDO,12:00,2022-05-28
TORO,01:00,2022-05-28
GATO,02:00,2022-05-28
CIEMPIÉS,03:00,2022-05-28
PERRO,04:00,2022-05-28
RATÓN,05:00,2022-05-28
TORO,06:00,2022-05-28
PERRO,07:00,2022-05-28
CULEBRA,09:00,2020-11-02
JIRAFA,10:00,2020-11-02
BALLENA,11:00,2020-11-02
ALACRÁN,12:00,2020-11-02
PERRO,01:00,2020-11-02
RATÓN,03:00,2020-11-02
PESCADO,04:00,2020-11-02
LEÓN,05:00,2020-11-02
IGUANA,06:00,2020-11-02
GALLO,07:00,2020-11-02
VENADO,09:00,2020-03-18
ZORRO,10:00,2020-03-18
PERICO,11:00,2020-03-18
PAVO,12:00,2020-03-18
LAPA,01:00,2020-03-18
JIRAFA,03:00,2020-03-18
CAMELLO,04:00,2020-03-18
LEÓN,05:00,2020-03-18
ZAMURO,06:00,2020-03-18
CERDO,07:00,2020-03-18
BURRO,09:00,2020-02-21
CHIVO,10:00,2020-02-21
PERRO,11:00,2020-02-21
TORO,12:00,2020-02-21
LAPA,01:00,2020-02-21
PERICO,03:00,2020-02-21
CARNERO,04:00,2020-02-21
GALLINA,05:00,2020-02-21
GATO,06:00,2020-02-21
IGUANA,07:00,2020-02-21
CHIVO,09:00,2024-03-06
OSO,10:00,2024-03-06
PERRO,11:00,2024-03-06
DELFÍN,12:00,2024-03-06
IGUANA,01:00,2024-03-06
RATÓN,02:00,2024-03-06
TORO,03:00,2024-03-06
BALLENA,04:00,2024-03-06
ZORRO,05:00,2024-03-06
CARNERO,06:00,2024-03-06
ALACRÁN,07:00,2024-03-06
BURRO,09:00,2022-12-30
RANA,10:00,2022-12-30
CERDO,11:00,2022-12-30
PALOMA,12:00,2022-12-30
LAPA,01:00,2022-12-30
GATO,02:00,2022-12-30
RATÓN,03:00,2022-12-30
OSO,04:00,2022-12-30
ÁGUILA,05:00,2022-12-30
LEÓN,06:00,2022-12-30
PALOMA,07:00,2022-12-30
IGUANA,09:00,2022-05-26
BALLENA,10:00,2022-05-26
ZORRO,11:00,2022-05-26
ZAMURO,12:00,2022-05-26
LAPA,01:00,2022-05-26
TIGRE,02:00,2022-05-26
CULEBRA,03:00,2022-05-26
RANA,04:00,2022-05-26
PERICO,05:00,2022-05-26
GALLO,06:00,2022-05-26
ZAMURO,07:00,2022-05-26
PERICO,09:00,2022-08-03
CAMELLO,10:00,2022-08-03
CIEMPIÉS,11:00,2022-08-03
BALLENA,12:00,2022-08-03
ZAMURO,01:00,2022-08-03
OSO,02:00,2022-08-03
ZORRO,03:00,2022-08-03
PERRO,04:00,2022-08-03
CABALLO,05:00,2022-08-03
DELFÍN,06:00,2022-08-03
PERRO,07:00,2022-08-03
RANA,09:00,2020-12-22
LAPA,10:00,2020-12-22
CULEBRA,11:00,2020-12-22
RANA,12:00,2020-12-22
TIGRE,01:00,2020-12-22
GALLO,03:00,2020-12-22
CAIMÁN,04:00,2020-12-22
MONO,05:00,2020-12-22
ARDILLA,06:00,2020-12-22
PERICO,07:00,2020-12-22
CAMELLO,09:00,2022-08-26
OSO,10:00,2022-08-26
IGUANA,11:00,2022-08-26
ZORRO,12:00,2022-08-26
CAMELLO,01:00,2022-08-26
MONO,02:00,2022-08-26
ELEFANTE,03:00,2022-08-26
CEBRA,04:00,2022-08-26
GATO,05:00,2022-08-26
LAPA,06:00,2022-08-26
RANA,07:00,2022-08-26
ÁGUILA,09:00,2021-12-21
CEBRA,10:00,2021-12-21
LAPA,11:00,2021-12-21
DELFÍN,12:00,2021-12-21
ALACRÁN,01:00,2021-12-21
ARDILLA,02:00,2021-12-21
CAIMÁN,03:00,2021-12-21
IGUANA,04:00,2021-12-21
ELEFANTE,05:00,2021-12-21
RANA,06:00,2021-12-21
ARDILLA,07:00,2021-12-21
CABALLO,09:00,2020-12-21
ÁGUILA,10:00,2020-12-21
PERRO,11:00,2020-12-21
TORO,12:00,2020-12-21
CERDO,01:00,2020-12-21
BURRO,03:00,2020-12-21
VENADO,04:00,2020-12-21
JIRAFA,05:00,2020-12-21
GALLINA,06:00,2020-12-21
GALLO,07:00,2020-12-21
VACA,09:00,2023-03-26
ARDILLA,10:00,2023-03-26
GATO,11:00,2023-03-26
CARNERO,12:00,2023-03-26
CHIVO,01:00,2023-03-26
DELFÍN,02:00,2023-03-26
OSO,03:00,2023-03-26
MONO,04:00,2023-03-26
CAIMÁN,05:00,2023-03-26
CAMELLO,06:00,2023-03-26
TIGRE,07:00,2023-03-26
TIGRE,09:00,2021-10-19
VACA,10:00,2021-10-19
IGUANA,11:00,2021-10-19
CAIMÁN,12:00,2021-10-19
CEBRA,01:00,2021-10-19
TORO,02:00,2021-10-19
GATO,03:00,2021-10-19
CEBRA,04:00,2021-10-19
PERICO,05:00,2021-10-19
RATÓN,06:00,2021-10-19
ZORRO,07:00,2021-10-19
CHIVO,09:00,2021-12-28
BURRO,10:00,2021-12-28
CAIMÁN,11:00,2021-12-28
RANA,12:00,2021-12-28
CARNERO,01:00,2021-12-28
GALLINA,02:00,2021-12-28
TORO,03:00,2021-12-28
CAMELLO,04:00,2021-12-28
CABALLO,05:00,2021-12-28
ÁGUILA,06:00,2021-12-28
LEÓN,07:00,2021-12-28
CULEBRA,09:00,2023-04-14
PERICO,10:00,2023-04-14
GALLINA,11:00,2023-04-14
ÁGUILA,12:00,2023-04-14
LAPA,01:00,2023-04-14
PESCADO,02:00,2023-04-14
CARNERO,03:00,2023-04-14
CAIMÁN,04:00,2023-04-14
DELFÍN,05:00,2023-04-14
PALOMA,06:00,2023-04-14
CAMELLO,07:00,2023-04-14
LAPA,09:00,2023-03-29
ÁGUILA,10:00,2023-03-29
PERICO,11:00,2023-03-29
CHIVO,12:00,2023-03-29
ALACRÁN,01:00,2023-03-29
PAVO,02:00,2023-03-29
DELFÍN,03:00,2023-03-29
TIGRE,04:00,2023-03-29
PESCADO,05:00,2023-03-29
ÁGUILA,06:00,2023-03-29
GALLO,07:00,2023-03-29
GATO,09:00,2024-02-22
BALLENA,10:00,2024-02-22
CABALLO,11:00,2024-02-22
ÁGUILA,12:00,2024-02-22
CERDO,01:00,2024-02-22
VACA,02:00,2024-02-22
CAMELLO,03:00,2024-02-22
GALLINA,04:00,2024-02-22
LAPA,05:00,2024-02-22
CAIMÁN,06:00,2024-02-22
CABALLO,07:00,2024-02-22
GALLO,09:00,2020-10-30
GATO,10:00,2020-10-30
RATÓN,11:00,2020-10-30
PAVO,12:00,2020-10-30
ELEFANTE,01:00,2020-10-30
GALLINA,03:00,2020-10-30
BURRO,04:00,2020-10-30
RANA,05:00,2020-10-30
BALLENA,06:00,2020-10-30
CEBRA,07:00,2020-10-30
LAPA,09:00,2021-05-19
CAIMÁN,10:00,2021-05-19
BURRO,11:00,2021-05-19
VACA,12:00,2021-05-19
JIRAFA,01:00,2021-05-19
RANA,03:00,2021-05-19
ALACRÁN,04:00,2021-05-19
PERRO,05:00,2021-05-19
CABALLO,06:00,2021-05-19
PESCADO,07:00,2021-05-19
LAPA,09:00,2022-06-02
LEÓN,10:00,2022-06-02
TIGRE,11:00,2022-06-02
IGUANA,12:00,2022-06-02
ALACRÁN,01:00,2022-06-02
BALLENA,02:00,2022-06-02
TORO,03:00,2022-06-02
RANA,04:00,2022-06-02
CAMELLO,05:00,2022-06-02
CHIVO,06:00,2022-06-02
LEÓN,07:00,2022-06-02
GATO,09:00,2022-05-20
CULEBRA,10:00,2022-05-20
GALLO,11:00,2022-05-20
CHIVO,12:00,2022-05-20
ELEFANTE,01:00,2022-05-20
BALLENA,02:00,2022-05-20
LEÓN,03:00,2022-05-20
PERICO,04:00,2022-05-20
PERRO,05:00,2022-05-20
DELFÍN,06:00,2022-05-20
OSO,07:00,2022-05-20
ZORRO,09:00,2023-10-12
GALLINA,10:00,2023-10-12
VENADO,11:00,2023-10-12
GALLO,12:00,2023-10-12
CAIMÁN,01:00,2023-10-12
TIGRE,02:00,2023-10-12
CULEBRA,03:00,2023-10-12
CAMELLO,04:00,2023-10-12
ZORRO,05:00,2023-10-12
ELEFANTE,06:00,2023-10-12
PAVO,07:00,2023-10-12
JIRAFA,09:00,2024-03-20
TIGRE,10:00,2024-03-20
GALLO,11:00,2024-03-20
TORO,12:00,2024-03-20
BALLENA,01:00,2024-03-20
ZAMURO,02:00,2024-03-20
VENADO,03:00,2024-03-20
ÁGUILA,04:00,2024-03-20
GATO,05:00,2024-03-20
CIEMPIÉS,06:00,2024-03-20
MONO,07:00,2024-03-20
TIGRE,09:00,2022-03-20
BURRO,10:00,2022-03-20
GATO,11:00,2022-03-20
RANA,12:00,2022-03-20
ELEFANTE,01:00,2022-03-20
ÁGUILA,02:00,2022-03-20
VACA,03:00,2022-03-20
PALOMA,04:00,2022-03-20
CARNERO,05:00,2022-03-20
GALLO,06:00,2022-03-20
PAVO,07:00,2022-03-20
VACA,09:00,2020-12-15
BURRO,10:00,2020-12-15
LAPA,11:00,2020-12-15
ZORRO,12:00,2020-12-15
PERRO,01:00,2020-12-15
ÁGUILA,03:00,2020-12-15
PESCADO,04:00,2020-12-15
CIEMPIÉS,05:00,2020-12-15
CARNERO,06:00,2020-12-15
ÁGUILA,07:00,2020-12-15
LAPA,09:00,2022-08-29
CULEBRA,10:00,2022-08-29
ZORRO,11:00,2022-08-29
ELEFANTE,12:00,2022-08-29
RANA,01:00,2022-08-29
ÁGUILA,02:00,2022-08-29
DELFÍN,03:00,2022-08-29
CULEBRA,04:00,2022-08-29
JIRAFA,05:00,2022-08-29
PALOMA,06:00,2022-08-29
ARDILLA,07:00,2022-08-29
ZORRO,09:00,2023-06-05
CHIVO,10:00,2023-06-05
JIRAFA,11:00,2023-06-05
PERRO,12:00,2023-06-05
TIGRE,01:00,2023-06-05
ARDILLA,02:00,2023-06-05
CEBRA,03:00,2023-06-05
VACA,04:00,2023-06-05
PESCADO,05:00,2023-06-05
VENADO,06:00,2023-06-05
CERDO,07:00,2023-06-05
GALLO,09:00,2020-01-20
PAVO,10:00,2020-01-20
JIRAFA,11:00,2020-01-20
RANA,12:00,2020-01-20
OSO,01:00,2020-01-20
VENADO,03:00,2020-01-20
PALOMA,04:00,2020-01-20
ARDILLA,05:00,2020-01-20
CARNERO,06:00,2020-01-20
JIRAFA,07:00,2020-01-20
CERDO,09:00,2021-07-15
CABALLO,10:00,2021-07-15
CARNERO,11:00,2021-07-15
PAVO,12:00,2021-07-15
ARDILLA,01:00,2021-07-15
ELEFANTE,03:00,2021-07-15
CABALLO,04:00,2021-07-15
PESCADO,05:00,2021-07-15
GATO,06:00,2021-07-15
VENADO,07:00,2021-07-15
TIGRE,09:00,2023-01-02
PERICO,10:00,2023-01-02
RANA,11:00,2023-01-02
CAIMÁN,12:00,2023-01-02
ZORRO,01:00,2023-01-02
BALLENA,02:00,2023-01-02
ZAMURO,03:00,2023-01-02
CARNERO,04:00,2023-01-02
DELFÍN,05:00,2023-01-02
CAIMÁN,06:00,2023-01-02
PAVO,07:00,2023-01-02
RANA,09:00,2021-11-01
TORO,10:00,2021-11-01
PALOMA,11:00,2021-11-01
ZORRO,12:00,2021-11-01
GALLO,01:00,2021-11-01
PALOMA,02:00,2021-11-01
ARDILLA,03:00,2021-11-01
CHIVO,04:00,2021-11-01
CAIMÁN,05:00,2021-11-01
LEÓN,06:00,2021-11-01
CULEBRA,07:00,2021-11-01
GALLINA,09:00,2024-03-01
LEÓN,10:00,2024-03-01
ÁGUILA,11:00,2024-03-01
JIRAFA,12:00,2024-03-01
VENADO,01:00,2024-03-01
OSO,02:00,2024-03-01
CAIMÁN,03:00,2024-03-01
PERICO,04:00,2024-03-01
LAPA,05:00,2024-03-01
CAIMÁN,06:00,2024-03-01
ZAMURO,07:00,2024-03-01
ZORRO,09:00,2024-01-14
OSO,10:00,2024-01-14
GALLINA,11:00,2024-01-14
CEBRA,12:00,2024-01-14
GALLINA,01:00,2024-01-14
PERICO,02:00,2024-01-14
ÁGUILA,03:00,2024-01-14
IGUANA,04:00,2024-01-14
LEÓN,05:00,2024-01-14
CIEMPIÉS,06:00,2024-01-14
BURRO,07:00,2024-01-14
CAIMÁN,09:00,2024-01-03
BALLENA,10:00,2024-01-03
MONO,11:00,2024-01-03
VENADO,12:00,2024-01-03
RATÓN,01:00,2024-01-03
CABALLO,02:00,2024-01-03
CEBRA,03:00,2024-01-03
CARNERO,04:00,2024-01-03
OSO,05:00,2024-01-03
MONO,06:00,2024-01-03
CEBRA,07:00,2024-01-03
ZORRO,09:00,2021-08-22
RANA,10:00,2021-08-22
CAIMÁN,11:00,2021-08-22
CARNERO,12:00,2021-08-22
CERDO,01:00,2021-08-22
CARNERO,03:00,2021-08-22
GATO,04:00,2021-08-22
ÁGUILA,05:00,2021-08-22
CABALLO,06:00,2021-08-22
GALLINA,07:00,2021-08-22
CERDO,09:00,2023-07-30
CAIMÁN,10:00,2023-07-30
CABALLO,11:00,2023-07-30
LEÓN,12:00,2023-07-30
ZORRO,01:00,2023-07-30
ALACRÁN,02:00,2023-07-30
LAPA,03:00,2023-07-30
CAMELLO,04:00,2023-07-30
OSO,05:00,2023-07-30
CEBRA,06:00,2023-07-30
LAPA,07:00,2023-07-30
CEBRA,09:00,2020-02-11
BURRO,10:00,2020-02-11
ALACRÁN,11:00,2020-02-11
